[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T03:00:51.943] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:51.943] [INFO] default - My Object      |532000000|3480217.710  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |250.4       |0.126       |100         |100         |100.000    |363636.364  |50735.474  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:52.218] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:52.218] [INFO] default - My Object      |533000000|3480498.110  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |120.25      |0.126       |100         |100         |100.000    |363636.364  |50830.841  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:52.497] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:52.497] [INFO] default - My Object      |534000000|3480686.751  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |152.87      |0.128       |100         |100         |100.000    |358422.939  |50926.208  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:52.774] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:52.775] [INFO] default - My Object      |535000000|3480920.004  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |166.83      |0.128       |100         |100         |100.000    |361010.830  |51021.576  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:53.066] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:53.066] [INFO] default - My Object      |536000000|3480813.315  |0.109    |82409.094  |0.132    |1000000|3424657.534  |1555209.953  |3676470.588  |0.109       |122.7       |0.134       |100         |100         |100.000    |342465.753  |51116.943  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:53.355] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:53.355] [INFO] default - My Object      |537000000|3480774.715  |0.109    |82409.094  |0.132    |1000000|3460207.612  |1555209.953  |3676470.588  |0.109       |136.41      |0.132       |100         |100         |100.000    |346020.761  |51212.311  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:53.641] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:53.642] [INFO] default - My Object      |538000000|3480803.820  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.119       |26.8        |0.132       |100         |100         |100.000    |349650.350  |51307.678  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:53.931] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:53.931] [INFO] default - My Object      |539000000|3480742.903  |0.109    |82409.094  |0.132    |1000000|3448275.862  |1555209.953  |3676470.588  |0.109       |162.65      |0.132       |100         |100         |100.000    |344827.586  |51403.046  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:54.211] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:54.211] [INFO] default - My Object      |540000000|3480906.583  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |146.57      |0.129       |100         |100         |100.000    |357142.857  |51498.413  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:54.488] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:54.488] [INFO] default - My Object      |541000000|3481136.871  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |128.62      |0.128       |100         |100         |100.000    |361010.830  |51593.781  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:54.768] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:54.768] [INFO] default - My Object      |542000000|3481299.257  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |132.03      |0.128       |100         |100         |100.000    |357142.857  |51689.148  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:55.052] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:55.052] [INFO] default - My Object      |543000000|3481371.776  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |139.04      |0.131       |100         |100         |100.000    |352112.676  |51784.515  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:55.335] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:55.335] [INFO] default - My Object      |544000000|3481466.312  |0.109    |82409.094  |0.132    |1000000|3533568.905  |1555209.953  |3676470.588  |0.109       |32.16       |0.130       |100         |100         |100.000    |353356.890  |51879.883  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:55.619] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:55.619] [INFO] default - My Object      |545000000|3481538.265  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |143.24      |0.130       |100         |100         |100.000    |352112.676  |51975.250  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:55.906] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:55.906] [INFO] default - My Object      |546000000|3481543.357  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |119.99      |0.131       |100         |100         |100.000    |348432.056  |52070.618  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:56.192] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:56.192] [INFO] default - My Object      |547000000|3481570.589  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |160.38      |0.132       |100         |100         |100.000    |349650.350  |52165.985  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:56.475] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:56.475] [INFO] default - My Object      |548000000|3481664.083  |0.109    |82409.094  |0.132    |1000000|3533568.905  |1555209.953  |3676470.588  |0.109       |164.94      |0.130       |100         |100         |100.000    |353356.890  |52261.353  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:56.756] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:56.756] [INFO] default - My Object      |549000000|3481801.404  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |41.37       |0.129       |100         |100         |100.000    |355871.886  |52356.720  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:57.033] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:57.033] [INFO] default - My Object      |550000000|3482026.413  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |118.96      |0.128       |100         |100         |100.000    |361010.830  |52452.087  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:57.313] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:57.314] [INFO] default - My Object      |551000000|3482184.613  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |122.25      |0.129       |100         |100         |100.000    |357142.857  |52547.455  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:57.591] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:57.591] [INFO] default - My Object      |552000000|3482386.192  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |115.311     |0.128       |100         |100         |100.000    |359712.230  |52642.822  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:57.864] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:57.865] [INFO] default - My Object      |553000000|3482696.728  |0.109    |82409.094  |0.132    |1000000|3663003.663  |1555209.953  |3676470.588  |0.109       |133.61      |0.125       |100         |100         |100.000    |366300.366  |52738.190  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:58.141] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:58.141] [INFO] default - My Object      |554000000|3482918.610  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |214.09      |0.128       |100         |100         |100.000    |361010.830  |52833.557  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:58.418] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:58.419] [INFO] default - My Object      |555000000|3483139.721  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |299.93      |0.128       |100         |100         |100.000    |361010.830  |52928.925  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:58.697] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:58.697] [INFO] default - My Object      |556000000|3483316.418  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |179.8       |0.128       |100         |100         |100.000    |358422.939  |53024.292  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:58.975] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:58.975] [INFO] default - My Object      |557000000|3483514.284  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |148.21      |0.128       |100         |100         |100.000    |359712.230  |53119.659  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:59.249] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:59.249] [INFO] default - My Object      |558000000|3483798.464  |0.109    |82409.094  |0.132    |1000000|3649635.036  |1555209.953  |3676470.588  |0.109       |143.47      |0.126       |100         |100         |100.000    |364963.504  |53215.027  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:59.527] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:59.527] [INFO] default - My Object      |559000000|3483994.815  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |119.77      |0.128       |100         |100         |100.000    |359712.230  |53310.394  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:59.807] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:59.807] [INFO] default - My Object      |560000000|3484147.131  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |130.5       |0.129       |100         |100         |100.000    |357142.857  |53405.762  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:00.092] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:00.092] [INFO] default - My Object      |561000000|3484190.718  |0.109    |82409.094  |0.132    |1000000|3508771.930  |1555209.953  |3676470.588  |0.109       |143.691     |0.131       |100         |100         |100.000    |350877.193  |53501.129  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:00.371] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:00.371] [INFO] default - My Object      |562000000|3484363.763  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |124.13      |0.129       |100         |100         |100.000    |358422.939  |53596.497  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:00.653] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:00.654] [INFO] default - My Object      |563000000|3484471.512  |0.109    |82409.094  |0.132    |1000000|3546099.291  |1555209.953  |3676470.588  |0.109       |195.97      |0.130       |100         |100         |100.000    |354609.929  |53691.864  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:00.940] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:00.940] [INFO] default - My Object      |564000000|3484471.244  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |41.98       |0.131       |100         |100         |100.000    |348432.056  |53787.231  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:01.231] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:01.231] [INFO] default - My Object      |565000000|3484385.021  |0.109    |82409.094  |0.132    |1000000|3436426.117  |1555209.953  |3676470.588  |0.109       |140.88      |0.134       |100         |100         |100.000    |343642.612  |53882.599  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:01.512] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:01.512] [INFO] default - My Object      |566000000|3484513.615  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |122.07      |0.129       |100         |100         |100.000    |355871.886  |53977.966  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:01.797] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:01.797] [INFO] default - My Object      |567000000|3484556.103  |0.109    |82409.094  |0.132    |1000000|3508771.930  |1555209.953  |3676470.588  |0.109       |21.1        |0.131       |100         |100         |100.000    |350877.193  |54073.334  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:02.084] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:02.084] [INFO] default - My Object      |568000000|3484555.688  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.119       |155.08      |0.132       |100         |100         |100.000    |348432.056  |54168.701  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:02.375] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:02.375] [INFO] default - My Object      |569000000|3484469.920  |0.109    |82409.094  |0.132    |1000000|3436426.117  |1555209.953  |3676470.588  |0.12        |201.04      |0.134       |100         |100         |100.000    |343642.612  |54264.069  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:02.661] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:02.661] [INFO] default - My Object      |570000000|3484490.959  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |32.74       |0.131       |100         |100         |100.000    |349650.350  |54359.436  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:02.941] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:02.941] [INFO] default - My Object      |571000000|3484639.514  |0.109    |82409.094  |0.132    |1000000|3571428.571  |1555209.953  |3676470.588  |0.109       |125.92      |0.128       |100         |100         |100.000    |357142.857  |54454.803  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:03.225] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:03.225] [INFO] default - My Object      |572000000|3484702.643  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |195.91      |0.131       |100         |100         |100.000    |352112.676  |54550.171  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:03.501] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:03.501] [INFO] default - My Object      |573000000|3484935.106  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |21.449      |0.127       |100         |100         |100.000    |362318.841  |54645.538  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:03.776] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:03.776] [INFO] default - My Object      |574000000|3485187.951  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |113.92      |0.126       |100         |100         |100.000    |363636.364  |54740.906  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:04.060] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:04.060] [INFO] default - My Object      |575000000|3485249.817  |0.109    |82409.094  |0.132    |1000000|3521126.761  |1555209.953  |3676470.588  |0.109       |138.47      |0.131       |100         |100         |100.000    |352112.676  |54836.273  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:04.347] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:04.347] [INFO] default - My Object      |576000000|3485248.203  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |126.01      |0.132       |100         |100         |100.000    |348432.056  |54931.641  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:04.635] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:04.635] [INFO] default - My Object      |577000000|3485225.543  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.109       |120.89      |0.132       |100         |100         |100.000    |347222.222  |55027.008  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:04.922] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:04.922] [INFO] default - My Object      |578000000|3485223.977  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.11        |127.12      |0.132       |100         |100         |100.000    |348432.056  |55122.375  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
